id	vocalized	unvocalized	rule	category	note	first	second
8927	تَرَكَ الْجُمُعَةَ	ترك الجمعة	50		Confused;;;تَرْك الْجُمُعَةِ	ترك	الجمعة
8928	تَرْك الْجِهَادِ	ترك الجهاد	50	مضاف إليه		ترك	الجهاد
8929	تَرْك الْحَجِّ	ترك الحج	50	مضاف إليه		ترك	الحج
8930	تَرْك الْخُصُومَةِ	ترك الخصومة	50	مضاف إليه		ترك	الخصومة
8931	تَرْك الرُّكْنِ	ترك الركن	50	مضاف إليه		ترك	الركن
8932	تَرْك الرَّمْيِ	ترك الرمي	50	مضاف إليه		ترك	الرمي
8933	تَرْك السُّجُودِ	ترك السجود	50	مضاف إليه		ترك	السجود
8934	تَرْك السَّفَرِ	ترك السفر	50	مضاف إليه		ترك	السفر
8935	تَرْك السُّنَّةِ	ترك السنة	50	مضاف إليه		ترك	السنة
8936	تَرْك السُّنَنِ	ترك السنن	50	مضاف إليه		ترك	السنن
8937	تَرَكَ الصَّلاةَ	ترك الصلاة	50		Confused;;Confused;;;تَرَكَ الصَّلَاةَ;تَرْك الصَّلَاةِ	ترك	الصلاة
8938	تَرْك الْعَمَلِ	ترك العمل	50	مضاف إليه		ترك	العمل
8939	تَرْك الْفَرْضِ	ترك الفرض	50	مضاف إليه		ترك	الفرض
8940	تَرْك الْفِعْلِ	ترك الفعل	50	مضاف إليه		ترك	الفعل
8941	تَرْك الْقِتَالِ	ترك القتال	50	مضاف إليه		ترك	القتال
8942	تَرْك الْقِرَاءَةِ	ترك القراءة	50	مضاف إليه		ترك	القراءة
8943	تَرْك الْقِيَامِ	ترك القيام	50	مضاف إليه		ترك	القيام
8944	تَرْك الْكَلَامِ	ترك الكلام	50	مضاف إليه		ترك	الكلام
8945	تَرْك الْمَأْمُورِ	ترك المأمور	50	مضاف إليه		ترك	المأمور
8946	تَرْك الْمُبَاحِ	ترك المباح	50	مضاف إليه		ترك	المباح
8947	تَرْك الْمَبِيتِ	ترك المبيت	50	مضاف إليه		ترك	المبيت
8948	تَرْك الْمُسْتَحَبِّ	ترك المستحب	50	مضاف إليه		ترك	المستحب
8949	تَرْك الْمَنْدُوبِ	ترك المندوب	50	مضاف إليه		ترك	المندوب
8950	تَرْك الْمَنْدُوبَاتِ	ترك المندوبات	50	مضاف إليه		ترك	المندوبات
8951	تَرْك النَّظَرِ	ترك النظر	50	مضاف إليه		ترك	النظر
8952	تَرْك الْوَاجِبِ	ترك الواجب	50	مضاف إليه		ترك	الواجب
8953	تَرْك الْوُضُوءِ	ترك الوضوء	50	مضاف إليه		ترك	الوضوء
8954	تَرْك الْوَطْءِ	ترك الوطء	50	مضاف إليه		ترك	الوطء
8955	تَرِكَة الْأَبِ	تركة الأب	30	مضاف إليه		تركة	الأب
8956	تَرِكَة الْأَصِيلِ	تركة الأصيل	30	مضاف إليه		تركة	الأصيل
8957	تَرِكَةِ الْجَانِي	تركة الجاني	30			تركة	الجاني
8958	تَرِكَة الزَّوْجِ	تركة الزوج	30	مضاف إليه		تركة	الزوج
8959	تَرِكَة الضَّامِنِ	تركة الضامن	30	مضاف إليه		تركة	الضامن
8960	تَرِكَة الْعَبْدِ	تركة العبد	30	مضاف إليه		تركة	العبد
8961	تَرِكَة الْقَابِضِ	تركة القابض	30	مضاف إليه		تركة	القابض
8962	تَرِكَة الْكَفِيلِ	تركة الكفيل	30	مضاف إليه		تركة	الكفيل
8963	تَرِكَةِ الْمُتَوَفَّى	تركة المتوفى	30			تركة	المتوفى
8964	تَرِكَة الْمَكْفُولِ	تركة المكفول	30	مضاف إليه		تركة	المكفول
8965	تَرِكَةِ الْمُوصِي	تركة الموصي	30			تركة	الموصي
8966	تَرِكَةِ الْمَوْلَى	تركة المولى	30			تركة	المولى
8967	تَرِكَة الْمَيِّتِ	تركة الميت	30	مضاف إليه		تركة	الميت
8968	تَزْكِيَة السِّرِّ	تزكية السر	30	مضاف إليه		تزكية	السر
8969	تَزْكِيَة الشُّهُودِ	تزكية الشهود	30	مضاف إليه		تزكية	الشهود
8970	تَزْكِيَة الْعَلَانِيَةِ	تزكية العلانية	30	مضاف إليه		تزكية	العلانية
8971	تَزْكِيَة النَّفْسِ	تزكية النفس	30	مضاف إليه		تزكية	النفس
8972	تَزْوِيج الْأَبِ	تزويج الأب	50	مضاف إليه		تزويج	الأب
8973	تَزْوِيج الْأَمَةِ	تزويج الأمة	50	مضاف إليه		تزويج	الأمة
8974	تَزْوِيج الْمَحْجُورِ	تزويج المحجور	50	مضاف إليه		تزويج	المحجور
8975	تَسَاوِي الْأَجْزَاءِ	تساوي الأجزاء	50	مضاف إليه		تساوي	الأجزاء
8976	تَسْبِيحَةٍ صَدَقَةٌ	تسبيحة صدقة	40			تسبيحة	صدقة
8977	تِسْعُمِائَةٍ وَتِسْعَةٌ	تسعمائة وتسعة	40			تسعمائة	وتسعة
8978	تَسْلِيم الْبَدَلِ	تسليم البدل	50	مضاف إليه		تسليم	البدل
8979	تَسْلِيم الثَّمَنِ	تسليم الثمن	50	مضاف إليه		تسليم	الثمن
8980	تَسْلِيم الرَّهْنِ	تسليم الرهن	50	مضاف إليه		تسليم	الرهن
8981	تَسْلِيم الْعَبْدِ	تسليم العبد	50	مضاف إليه		تسليم	العبد
8982	تَسْلِيم الْعَيْنِ	تسليم العين	50	مضاف إليه		تسليم	العين
8983	تَسْلِيم الْمَالِ	تسليم المال	50	مضاف إليه		تسليم	المال
8984	تَسْلِيم الْمَبِيعِ	تسليم المبيع	50	مضاف إليه		تسليم	المبيع
8985	تَسْلِيم الْمَعْقُودِ	تسليم المعقود	50	مضاف إليه		تسليم	المعقود
8986	تَسْلِيم الْمَكْفُولِ	تسليم المكفول	50	مضاف إليه		تسليم	المكفول
8987	تَسْلِيم الْمَنْفَعَةِ	تسليم المنفعة	50	مضاف إليه		تسليم	المنفعة
8988	تَسْلِيم النَّفْسِ	تسليم النفس	50	مضاف إليه		تسليم	النفس
8989	تَسْلِيمَة وَاحِدَة	تسليمة واحدة	40	نعت ومنعوت		تسليمة	واحدة
8990	تَسْمِيَة الْبَدَلِ	تسمية البدل	30	مضاف إليه		تسمية	البدل
8991	تَسْمِيَة الْبَيِّنَةِ	تسمية البينة	30	مضاف إليه		تسمية	البينة
8992	تَسْمِيَة الثَّمَنِ	تسمية الثمن	30	مضاف إليه		تسمية	الثمن
8993	تَسْمِيَة الزَّوْجِ	تسمية الزوج	30	مضاف إليه		تسمية	الزوج
8994	تَسْمِيَة الشُّهُودِ	تسمية الشهود	30	مضاف إليه		تسمية	الشهود
8995	تَسْمِيَة الشَّيْءِ	تسمية الشيء	30	مضاف إليه		تسمية	الشيء
8996	تَسْمِيَة الصَّدَاقِ	تسمية الصداق	30	مضاف إليه		تسمية	الصداق
8997	تَسْمِيَة الْكُلِّ	تسمية الكل	30	مضاف إليه		تسمية	الكل
8998	تَسْمِيَة اللَّهِ	تسمية الله	30	مضاف إليه		تسمية	الله
8999	تَسْمِيَة الْمَغْرِبِ	تسمية المغرب	30	مضاف إليه		تسمية	المغرب
9000	تَسْمِيَة الْمَهْرِ	تسمية المهر	30	مضاف إليه		تسمية	المهر
9001	تَسْمِيَة الْمُوَكِّلِ	تسمية الموكل	30	مضاف إليه		تسمية	الموكل
9002	تَسْمِيَة صَحِيحَة	تسمية صحيحة	40	نعت ومنعوت		تسمية	صحيحة
9003	تَسْمِيَة وَاحِدَة	تسمية واحدة	40	نعت ومنعوت		تسمية	واحدة
9004	تَسْوِيَة الْأَرْضِ	تسوية الأرض	30	مضاف إليه		تسوية	الأرض
9005	تَسْوِيَة التُّرَابِ	تسوية التراب	30	مضاف إليه		تسوية	التراب
9006	تَسْوِيَة الْحَفْرِ	تسوية الحفر	30	مضاف إليه		تسوية	الحفر
9007	تَسْوِيَة الصَّفِّ	تسوية الصف	30	مضاف إليه		تسوية	الصف
9008	تَسْوِيَة الصُّفُوفِ	تسوية الصفوف	30	مضاف إليه		تسوية	الصفوف
9009	تَشْدِيد الْوَاوِ	تشديد الواو	50	مضاف إليه		تشديد	الواو
9010	تَشْدِيد الْيَاءِ	تشديد الياء	50	مضاف إليه		تشديد	الياء
9011	تَشْمِيت الْعَاطِسِ	تشميت العاطس	50	مضاف إليه		تشميت	العاطس
9012	تَشَهُّد الصَّلَاةِ	تشهد الصلاة	50	مضاف إليه		تشهد	الصلاة
9013	تَشَوُّف الشَّارِعِ	تشوف الشارع	50	مضاف إليه		تشوف	الشارع
9014	تَصْحِيحِ الْأَكْثَرِينَ	تصحيح الأكثرين	50			تصحيح	الأكثرين
9015	تَصْحِيح الْإِمَامِ	تصحيح الإمام	50	مضاف إليه		تصحيح	الإمام
9016	تَصْحِيح التَّنْبِيهِ	تصحيح التنبيه	50	مضاف إليه		تصحيح	التنبيه
9017	تَصْحِيح الشَّيْخِ	تصحيح الشيخ	50	مضاف إليه		تصحيح	الشيخ
9018	تَصْحِيح الْعَقْدِ	تصحيح العقد	50	مضاف إليه		تصحيح	العقد
9019	تَصْحِيح الْعَلَّامَةِ	تصحيح العلامة	50	مضاف إليه		تصحيح	العلامة
9020	تَصْحِيح الْفُرُوعِ	تصحيح الفروع	50	مضاف إليه		تصحيح	الفروع
9021	تَصْحِيح الْقُدُورِيِّ	تصحيح القدوري	50	مضاف إليه		تصحيح	القدوري
9022	تَصْحِيح الْمُحَرَّرِ	تصحيح المحرر	50	مضاف إليه		تصحيح	المحرر
9023	تَصْحِيح الْمَسَائِلِ	تصحيح المسائل	50	مضاف إليه		تصحيح	المسائل
9024	تَصْحِيح الْمُصَنِّفِ	تصحيح المصنف	50	مضاف إليه		تصحيح	المصنف
9025	تَصْحِيح الْمِنْهَاجِ	تصحيح المنهاج	50	مضاف إليه		تصحيح	المنهاج
9026	تَصْدِيق الْبَائِعِ	تصديق البائع	50	مضاف إليه		تصديق	البائع
9027	تَصْدِيق الزَّوْجِ	تصديق الزوج	50	مضاف إليه		تصديق	الزوج
9028	تَصْدِيق الْمَرْأَةِ	تصديق المرأة	50	مضاف إليه		تصديق	المرأة
9029	تَصْدِيقِ الْمُشْتَرِي	تصديق المشتري	50			تصديق	المشتري
9030	تَصَرُّف الْفُضُولِيِّ	تصرف الفضولي	50	مضاف إليه		تصرف	الفضولي
9031	تَصَرُّف الْمَرِيضِ	تصرف المريض	50	مضاف إليه		تصرف	المريض
9032	تَصَرُّفِ الْمُشْتَرِي	تصرف المشتري	50			تصرف	المشتري
9033	تَصَرُّف الْوَكِيلِ	تصرف الوكيل	50	مضاف إليه		تصرف	الوكيل
9034	تَصَرُّفَات الْحُكَّامِ	تصرفات الحكام	50	مضاف إليه		تصرفات	الحكام
9035	تَصَرُّفَات الْفُضُولِيِّ	تصرفات الفضولي	60	مضاف إليه		تصرفات	الفضولي
9036	تَصَرُّفَات الْمُرْتَدِّ	تصرفات المرتد	50	مضاف إليه		تصرفات	المرتد
9037	تَصَرُّفَاتِ الْمُشْتَرِي	تصرفات المشتري	60			تصرفات	المشتري
9038	تَصْوِير الْمَسْأَلَةِ	تصوير المسألة	50	مضاف إليه		تصوير	المسألة
9039	تَضَادّ الْأَحْكَامِ	تضاد الأحكام	50	مضاف إليه		تضاد	الأحكام
9040	تَضْمِين الصُّنَّاعِ	تضمين الصناع	50	مضاف إليه		تضمين	الصناع
9041	تَضْمِين الْغَاصِبِ	تضمين الغاصب	50	مضاف إليه		تضمين	الغاصب
9042	تَضْيِيع الْمَالِ	تضييع المال	50	مضاف إليه		تضييع	المال
9043	تَطْلِيقَة بَائِنَة	تطليقة بائنة	40	نعت ومنعوت		تطليقة	بائنة
9044	تَطْلِيقَة رَجْعِيَّة	تطليقة رجعية	40	نعت ومنعوت		تطليقة	رجعية
9045	تَطْلِيقَة شَدِيدَة	تطليقة شديدة	40	نعت ومنعوت		تطليقة	شديدة
9046	تَطْلِيقَة وَاحِدَة	تطليقة واحدة	40	نعت ومنعوت		تطليقة	واحدة
9047	تَطْهِير الثَّوْبِ	تطهير الثوب	50	مضاف إليه		تطهير	الثوب
9048	تَطْوِيل الرُّكْنِ	تطويل الركن	50	مضاف إليه		تطويل	الركن
9049	تَطْوِيل الْعِدَّةِ	تطويل العدة	50	مضاف إليه		تطويل	العدة
9050	تَطْوِيل الْقِرَاءَةِ	تطويل القراءة	50	مضاف إليه		تطويل	القراءة
9051	تَعَارُض الْأَصْلِ	تعارض الأصل	50	مضاف إليه		تعارض	الأصل
9052	تَعَارُض الْبَيِّنَتَيْنِ	تعارض البينتين	50	مضاف إليه		تعارض	البينتين
9053	تَعَب السَّفَرِ	تعب السفر	50	مضاف إليه		تعب	السفر
9054	تَعْبِير الْأَصْلِ	تعبير الأصل	50	مضاف إليه		تعبير	الأصل
9055	تَعْبِيرِ الْحَاوِي	تعبير الحاوي	50			تعبير	الحاوي
9056	تَعْبِير الرَّوْضَةِ	تعبير الروضة	50	مضاف إليه		تعبير	الروضة
